Harga Produk,Jumlah Terjual,Jumlah Ulasan,Kategori,Nama Produk,Rating,Rating Produk,Tanggal Komentar,Teks Ulasan,Username,Panjang Ulasan (karakter),Panjang Ulasan (kata)
52.000,500.0,6.0,1,"Erigo T-Shirt Embro Vashin Blue - Kaos Unisex - size, M",5.0,4.7,2025-04-28 18:04:09.702521,"Bahan tipis, kepanjangan dikit, tapi ok lah lumayan 👍",A****,53,9
52.000,500.0,8.0,1,"Erigo T-Shirt Embro Vashin Blue - Kaos Unisex - size, M",5.0,4.7,2025-04-16 18:04:09.702525,"bagus, kualitasnya juga oke pengiriman cepat",D***_,44,6
52.000,500.0,9.0,1,"Erigo T-Shirt Embro Vashin Blue - Kaos Unisex - size, M",5.0,4.7,2025-03-21 18:04:09.702529,Jahitan kurang rapih,T***S,20,3
52.000,500.0,5.0,1,"Erigo T-Shirt Embro Vashin Blue - Kaos Unisex - size, M",5.0,4.7,2025-01-21 18:04:09.702534,bagus murah bahannya juga enak pollll mantaplah erigo,T***S,53,8
52.000,500.0,1.0,1,"Erigo T-Shirt Embro Vashin Blue - Kaos Unisex - size, M",5.0,4.7,2024-08-13 18:04:09.702538,Sedikit kecewa saya beli 1 item 1 cream 1 biru ini malah 2 item soalnya jumat pake baju biru,L***i,92,19
52.000,500.0,19.0,1,"Erigo T-Shirt Embro Vashin Blue - Kaos Unisex - size, M",5.0,4.7,2025-06-01 18:04:09.702542,Bagus semua sesuai yang kuharapkan modelnya dan kain..,R***n,54,8
148.000,100.0,10.0,0,"Erigo Shanghai Long Sleeve Basic Fadhlan Olive - Kemeja Koko Lengan Panjang Unisex - M, Standar",5.0,4.9,2024-09-27 18:04:09.702547,"sederhana serta bagus, nyaman dan sesuai.",T***n,41,6
148.000,100.0,12.0,0,"Erigo Shanghai Long Sleeve Basic Fadhlan Olive - Kemeja Koko Lengan Panjang Unisex - M, Standar",5.0,4.9,2024-10-24 18:04:09.702551,Bagus keren bahan tebel ga tipis ngga adem dipkenya pokonya bagus rapih jahitannya,T***S,82,13
148.000,100.0,15.0,0,"Erigo Shanghai Long Sleeve Basic Fadhlan Olive - Kemeja Koko Lengan Panjang Unisex - M, Standar",5.0,4.9,2025-03-10 18:04:09.702556,"Bagus barang nya, cma perut saya agak buncit jadi agak sikit kekecilan",p***_,70,12
148.000,100.0,9.0,0,"Erigo Shanghai Long Sleeve Basic Fadhlan Olive - Kemeja Koko Lengan Panjang Unisex - M, Standar",5.0,4.9,2024-07-27 18:04:09.702560,"Bagus 
Sesuai sama ukuran danwarna
Kualitas produk: Good",T***S,56,8
148.000,100.0,20.0,0,"Erigo Shanghai Long Sleeve Basic Fadhlan Olive - Kemeja Koko Lengan Panjang Unisex - M, Standar",5.0,4.9,2025-03-18 18:04:09.702564,Bagus banget cuma telat dateng dipengiriman dan gak bisa pake pas lebaran😁,D***i,74,12
148.000,100.0,17.0,0,"Erigo Shanghai Long Sleeve Basic Fadhlan Olive - Kemeja Koko Lengan Panjang Unisex - M, Standar",5.0,4.9,2025-03-11 18:04:09.702569,Cocok dan pas untuk orang yang biasa beli baju ukuran L,K***d,55,11
148.000,100.0,17.0,0,"Erigo Shanghai Long Sleeve Basic Fadhlan Olive - Kemeja Koko Lengan Panjang Unisex - M, Standar",5.0,4.9,2025-02-25 18:04:09.702573,"Bagus bahannya, adem, sdh beli yg kesekian kali. 👍",Lilis,50,9
148.000,100.0,20.0,0,"Erigo Shanghai Long Sleeve Basic Fadhlan Olive - Kemeja Koko Lengan Panjang Unisex - M, Standar",5.0,4.9,2025-07-02 18:04:09.702577,cocok buat sholat dan ngantor,A***o,29,5
148.000,100.0,12.0,0,"Erigo Shanghai Long Sleeve Basic Fadhlan Olive - Kemeja Koko Lengan Panjang Unisex - M, Standar",5.0,4.9,2025-06-12 18:04:09.702582,"Barang yg datang tidak sesuai pesanan, kukira yg warna army taunya ijo gonjreng,, kecewa  sumpah",b***n,96,15
148.000,100.0,7.0,0,"Erigo Shanghai Long Sleeve Basic Fadhlan Olive - Kemeja Koko Lengan Panjang Unisex - M, Standar",5.0,4.9,2024-12-28 18:04:09.702586,Mantap,K***L,6,1
65.000,100.0,2.0,1,"Erigo T-Shirt Basic Light Color - Boliver Pale, S",5.0,4.8,2025-05-02 18:04:09.702590,Bahan bagus banget jahitan jelek banget,r***d,39,6
65.000,100.0,3.0,1,"Erigo T-Shirt Basic Light Color - Boliver Pale, S",5.0,4.8,2025-04-12 18:04:09.702595,Jelek beda kayak dulu,O***g,21,4
65.000,100.0,17.0,1,"Erigo T-Shirt Basic Light Color - Boliver Pale, S",5.0,4.8,2025-06-09 18:04:09.702599,Kualitas produk: ☝🏼☝🏼☝🏼☝🏼☝🏼☝🏼☝🏼☝🏼☝🏼☝🏼☝🏼☝🏼,T***S,41,3
65.000,100.0,5.0,1,"Erigo T-Shirt Basic Light Color - Boliver Pale, S",5.0,4.8,2025-06-29 18:04:09.702603,"Selalu langganan
Kualitas produk: Bagus",I****,39,5
65.000,100.0,17.0,1,"Erigo T-Shirt Basic Light Color - Boliver Pale, S",5.0,4.8,2025-01-21 18:04:09.702608,Gokil pengiriman nya sehari doang,T***S,33,5
65.000,100.0,17.0,1,"Erigo T-Shirt Basic Light Color - Boliver Pale, S",5.0,4.8,2025-02-07 18:04:09.702612,Udah dari dlu langganan di eriogo.mantap pol,T***S,44,7
65.000,100.0,17.0,1,"Erigo T-Shirt Basic Light Color - Boliver Pale, S",5.0,4.8,2025-02-10 18:04:09.702616,Keren dan oke,U***b,13,3
65.000,100.0,2.0,1,"Erigo T-Shirt Basic Light Color - Boliver Pale, S",5.0,4.8,2025-02-11 18:04:09.702621,Bagus bangettttt udah 3 kli orderr😍😍,u***1,36,6
65.000,100.0,2.0,1,"Erigo T-Shirt Basic Light Color - Boliver Pale, S",5.0,4.8,2024-09-13 18:04:09.702625,Bajunya cocok bahan bagus,t***1,25,4
65.000,100.0,5.0,1,"Erigo T-Shirt Basic Light Color - Boliver Pale, S",5.0,4.8,2025-06-27 18:04:09.702629,Kualitas produk: Cakep,s***6,22,3
208.000,60.0,1.0,5,"Erigo Relax Chino Pants Erven Olive - Celana Panjang Relax Unisex - size, 28",5.0,4.7,2024-07-21 18:04:09.702634,"sudah sampai dengan baik dan aman. untuk kualitas celana bagus, tapi ada kurang teliti diwarna., dikirim dengan warna kembar/sama. lain kali lebih teliti., atau kalau mem...",Taufik,173,26
208.000,60.0,1.0,5,"Erigo Relax Chino Pants Erven Olive - Celana Panjang Relax Unisex - size, 28",5.0,4.7,2025-03-31 18:04:09.702638,"pesanan telah sampai dengan aman dan baik, produk barunya keren dan mantap, dipakai nyaman, packing aman, kurir juga cepat. terima kasih",D***n,136,21
208.000,60.0,19.0,5,"Erigo Relax Chino Pants Erven Olive - Celana Panjang Relax Unisex - size, 28",5.0,4.7,2025-05-19 18:04:09.702643,bagus banget,s***a,12,2
208.000,60.0,2.0,5,"Erigo Relax Chino Pants Erven Olive - Celana Panjang Relax Unisex - size, 28",5.0,4.7,2024-09-28 18:04:09.702647,The best,T***S,8,2
208.000,60.0,12.0,5,"Erigo Relax Chino Pants Erven Olive - Celana Panjang Relax Unisex - size, 28",5.0,4.7,2025-03-15 18:04:09.702652,bagus,Y***f,5,1
208.000,60.0,6.0,5,"Erigo Relax Chino Pants Erven Olive - Celana Panjang Relax Unisex - size, 28",5.0,4.7,2025-04-06 18:04:09.702656,Bagus,P***n,5,1
208.000,60.0,4.0,5,"Erigo Relax Chino Pants Erven Olive - Celana Panjang Relax Unisex - size, 28",5.0,4.7,2025-04-10 18:04:09.702660,Bagus,T***S,5,1
208.000,60.0,11.0,5,"Erigo Relax Chino Pants Erven Olive - Celana Panjang Relax Unisex - size, 28",5.0,4.7,2025-05-27 18:04:09.702664,Bagus muantapp,D***E,14,2
208.000,60.0,17.0,5,"Erigo Relax Chino Pants Erven Olive - Celana Panjang Relax Unisex - size, 28",5.0,4.7,2025-01-30 18:04:09.702668,Ok,T***S,2,1
208.000,60.0,6.0,5,"Erigo Relax Chino Pants Erven Olive - Celana Panjang Relax Unisex - size, 28",5.0,4.7,2025-01-24 18:04:09.702673,keren. next beli lagi,hor,21,4
120.000,17.0,5.0,2,Erigo Basic Long Sleeve Shirt Beran Light Blue - Kemeja Lengan Panjang Oxford Unisex - M,5.0,5.0,2025-05-24 18:04:09.702677,Memuaskan,M***e,9,1
120.000,17.0,20.0,2,Erigo Basic Long Sleeve Shirt Beran Light Blue - Kemeja Lengan Panjang Oxford Unisex - M,5.0,5.0,2025-02-22 18:04:09.702681,Mantap bahanya,T***S,14,2
120.000,18.0,2.0,2,Erigo Basic Long Sleeve Shirt Blose Cream - Kemeja Lengan Panjang Oxford Unisex - M,5.0,4.7,2025-04-30 18:04:09.702686,Bagus,Y***o,5,1
120.000,18.0,6.0,2,Erigo Basic Long Sleeve Shirt Blose Cream - Kemeja Lengan Panjang Oxford Unisex - M,5.0,4.7,2025-06-06 18:04:09.702703,Bagus,W***g,5,1
138.000,4.0,11.0,1,Erigo Movease Short Sleeve Buck Sage - Kaos T-shirt Raglan Unisex - M,5.0,5.0,2025-04-15 18:04:09.702708,Ok,I***s,2,1
116.000,2.0,16.0,2,Erigo Short Shirt Gribson Navy - Kemeja Lengan Pendek Rayon Unisex - S,5.0,4.8,2025-06-05 18:04:09.702712,"Lucu banget, bahan nya jga halus. Pengiriman dan pengemasan nya cepat, makasih banyak yaa erigo♥️",N***a,97,15
116.000,2.0,16.0,2,Erigo Short Shirt Gribson Navy - Kemeja Lengan Pendek Rayon Unisex - S,5.0,4.8,2025-03-11 18:04:09.702716,"barang bagus, bahan dan cut awet dan nya rapi",u****,45,9
116.000,2.0,1.0,2,Erigo Short Shirt Gribson Navy - Kemeja Lengan Pendek Rayon Unisex - S,5.0,4.8,2025-03-24 18:04:09.702720,"Ukuran pas untuk suamiku🥰, bahannya juga adem bangett 😍😍
Semoga beliau suka😍",M***t,76,12
116.000,2.0,9.0,2,Erigo Short Shirt Gribson Navy - Kemeja Lengan Pendek Rayon Unisex - S,5.0,4.8,2025-07-11 18:04:09.702725,"Puas bngt blanja disini,produk kualitas thebest nggk kecewa",T***S,59,8
116.000,2.0,6.0,2,Erigo Short Shirt Gribson Navy - Kemeja Lengan Pendek Rayon Unisex - S,5.0,4.8,2025-05-27 18:04:09.702729,"bahannya bagus bangett dan worth it to buy , tapii pas dicek kenapa ada jaitan yg kaya gitu yaa🙂‍↕️",v***o,99,19
116.000,2.0,16.0,2,Erigo Short Shirt Gribson Navy - Kemeja Lengan Pendek Rayon Unisex - S,5.0,4.8,2025-03-20 18:04:09.702733,Baguss bhn ny adem😍😍😍 proses ny jga cepet👍👍👍,m***a,44,8
116.000,2.0,3.0,2,Erigo Short Shirt Gribson Navy - Kemeja Lengan Pendek Rayon Unisex - S,5.0,4.8,2025-07-15 18:04:09.702738,"Bagus ini pembelian kedua kalinya,ahh disconya gede sangat masa iyaa dapat harga 44xxxxx bahanya adem semoga pas di badanya doi...",T***S,130,20
116.000,2.0,20.0,2,Erigo Short Shirt Gribson Navy - Kemeja Lengan Pendek Rayon Unisex - S,5.0,4.8,2024-08-21 18:04:09.702742,"Yuhu 🥳🥳 kemeja nya udah datang 💃💃 untuk bahan udah ya gak ush diragukan lgi, siapa yg gak tau merek erigo 👍😍😍 kualitas sesuai dengan harga 💯",H***6,140,27
116.000,2.0,4.0,2,Erigo Short Shirt Gribson Navy - Kemeja Lengan Pendek Rayon Unisex - S,5.0,4.8,2025-05-30 18:04:09.702748,Bahan bagus Enak banget dipake Cuma rawan kusut Perhatikan baik2 dalam merawatnya,*****,81,12
116.000,2.0,19.0,2,Erigo Short Shirt Gribson Navy - Kemeja Lengan Pendek Rayon Unisex - S,5.0,4.8,2025-03-25 18:04:09.702753,Rekomended/Cocok buat orang yg body gede yg gak sesuai berat badan dgn tinggi. Baju lebar panjang standar.,i****,106,17
221.000,250.0,3.0,9,Erigo Hoodie Embro Nelvin Black - Jaket Hoodie Unisex - L,5.0,4.9,2025-02-21 18:04:09.702757,Woww..bahan ny tebel banget..enak nie di pake k puncak..bs angettt soalnny bahan tebel plus nyaman gak bikin gatel..packing rapi pula..warna hitam ny pekat..the best dech...,T***S,173,25
221.000,250.0,19.0,9,Erigo Hoodie Embro Nelvin Black - Jaket Hoodie Unisex - L,5.0,4.9,2025-04-17 18:04:09.702761,"Barang cepat sampai,,,, tapi belum saya coba semoga ukurannya cocok dan pas",Q***w,75,12
221.000,250.0,20.0,9,Erigo Hoodie Embro Nelvin Black - Jaket Hoodie Unisex - L,5.0,4.9,2024-09-15 18:04:09.702766,Paket sudah sampe dan diterima dengan baik. Ya kualitas ngak perlu lah dargukan utk produk erigo. Cuman saya pesan L kebesaran ternyata pake size luar jadi ya ngak apalah...,t***l,173,29
221.000,250.0,7.0,9,Erigo Hoodie Embro Nelvin Black - Jaket Hoodie Unisex - L,5.0,4.9,2025-05-05 18:04:09.702770,hoodie tebal sesuai dgn harga josjis pokok e,R***i,44,8
221.000,250.0,20.0,9,Erigo Hoodie Embro Nelvin Black - Jaket Hoodie Unisex - L,5.0,4.9,2024-11-28 18:04:09.702775,"Kualitas produk: Bagus, cuman ukuran nya kegedean biasanya pake size M pass inimah kegedean",T***S,91,14
221.000,250.0,9.0,9,Erigo Hoodie Embro Nelvin Black - Jaket Hoodie Unisex - L,5.0,4.9,2024-08-31 18:04:09.702779,Kualitas produk: bahannya lembut dan bikin adem,H***t,47,7
221.000,250.0,1.0,9,Erigo Hoodie Embro Nelvin Black - Jaket Hoodie Unisex - L,5.0,4.9,2024-10-31 18:04:09.702783,"Original, Nice Lumayan Pas promo semoga awet",T***S,44,7
221.000,250.0,8.0,9,Erigo Hoodie Embro Nelvin Black - Jaket Hoodie Unisex - L,5.0,4.9,2024-12-26 18:04:09.702788,hoodie nya sangat keren dan nyaman di pake dalam keadaaan cuaca dingin,n***n,70,12
221.000,250.0,7.0,9,Erigo Hoodie Embro Nelvin Black - Jaket Hoodie Unisex - L,5.0,4.9,2024-12-06 18:04:09.702792,Maaf bru bri ulasan bru smpt buka paket brg bgus sesuai pgriman cpt,i***a,67,13
221.000,250.0,18.0,9,Erigo Hoodie Embro Nelvin Black - Jaket Hoodie Unisex - L,5.0,4.9,2025-04-13 18:04:09.702796,"Oke, layanan cepat",l***i,18,3
52.000,250.0,1.0,1,"Erigo T-Shirt Contrast Stitch Vaiasu Sage - Kaos Unisex - size, S",5.0,4.9,2025-03-29 18:04:09.702805,"Kualitas produk: Bagus, harga 30 ribu dapet kaos erigo cuyyy",N***3,60,10
52.000,250.0,11.0,1,"Erigo T-Shirt Contrast Stitch Vaiasu Sage - Kaos Unisex - size, S",5.0,4.9,2024-11-05 18:04:09.702809,"Mantap, gatau yang ke berapa kali beli di erigo. Barangnya bagus, bahannya juga enak.",T***S,85,14
52.000,250.0,18.0,1,"Erigo T-Shirt Contrast Stitch Vaiasu Sage - Kaos Unisex - size, S",5.0,4.9,2025-01-01 18:04:09.702813,"sesuai ukurannya pas, cuma benang kam²an sama jait pake benang putih",H***y,68,11
52.000,250.0,10.0,1,"Erigo T-Shirt Contrast Stitch Vaiasu Sage - Kaos Unisex - size, S",5.0,4.9,2025-05-26 18:04:09.702818,"Maaf sya ksh bintang 3, gak sesuai ekspektasi sih, sekelas erigo bkin kaos kyk gni. Kyk kaos 100rb dpt 3. Dengan harga segini hrusnya dpt yg lbh bgus sih. Pdhal mau buat...",S***v,172,32
52.000,250.0,3.0,1,"Erigo T-Shirt Contrast Stitch Vaiasu Sage - Kaos Unisex - size, S",5.0,4.9,2024-08-28 18:04:09.702822,bagus dan adem tebal cocok utk harian,H***i,37,7
52.000,250.0,7.0,1,"Erigo T-Shirt Contrast Stitch Vaiasu Sage - Kaos Unisex - size, S",5.0,4.9,2024-07-22 18:04:09.702826,Bagus adem di pakai 👍🏻☺️👍🏻,P***h,26,5
52.000,250.0,16.0,1,"Erigo T-Shirt Contrast Stitch Vaiasu Sage - Kaos Unisex - size, S",5.0,4.9,2025-04-28 18:04:09.702831,"Harga dan kualitas sangat tidak sesuai, kualitas bagus tapi harganya di bawah kualitasnya, Masya Allah semoga amanah terus erigo",u***n,128,19
52.000,250.0,16.0,1,"Erigo T-Shirt Contrast Stitch Vaiasu Sage - Kaos Unisex - size, S",5.0,4.9,2024-10-25 18:04:09.702835,Sangat wort it kualitas memukau harga terjangkau👍🏼,A***o,50,7
52.000,250.0,20.0,1,"Erigo T-Shirt Contrast Stitch Vaiasu Sage - Kaos Unisex - size, S",5.0,4.9,2025-07-14 18:04:09.702840,"Kaosnya bagus, jahitannya rapi dan nyaman utk dipakai sehari-hari",K***k,65,9
52.000,250.0,17.0,1,"Erigo T-Shirt Contrast Stitch Vaiasu Sage - Kaos Unisex - size, S",5.0,4.9,2025-01-01 18:04:09.702844,"Bahan bagus , baru pesen kemarin hari ini udah dtg",N***k,50,10
116.000,7.0,2.0,2,"Erigo Short Shirt Rayon Light Color - Kemeja Lengan Pendek Rayon Unisex - Lavrenti White, L",5.0,4.7,2024-10-03 18:04:09.702848,Bahan adem. Cuman bagian lengan aga panjang secuil lagi ini termantap sih. Tapi overall worth the price,T***S,103,17
116.000,7.0,1.0,2,"Erigo Short Shirt Rayon Light Color - Kemeja Lengan Pendek Rayon Unisex - Lavrenti White, L",5.0,4.7,2024-08-09 18:04:09.702853,"Baju kemeja rayon ini tidak sesuai dengan deskripsi, ukuran sangat beda jauh dengan data yang tertera, saya mau mengajukan pengembalian dana karena baju ini sangat kebesa...",t***d,173,26
116.000,7.0,16.0,2,"Erigo Short Shirt Rayon Light Color - Kemeja Lengan Pendek Rayon Unisex - Lavrenti White, L",5.0,4.7,2024-08-28 18:04:09.702857,"Beliin untuk paksu kerja, adem banget bahannya rayon premium bukan rayon abal2. Mantap bgt jd mau beliin warna lain utk ganti2 pak su👍🏻🫶🏻",â***¡,137,23
116.000,7.0,12.0,2,"Erigo Short Shirt Rayon Light Color - Kemeja Lengan Pendek Rayon Unisex - Lavrenti White, L",5.0,4.7,2024-12-20 18:04:09.702861,"Barang bagus dan sesuai pesanan,beli gara gara liat live nya ci Shani dan Freya😅",T***S,80,14
116.000,7.0,5.0,2,"Erigo Short Shirt Rayon Light Color - Kemeja Lengan Pendek Rayon Unisex - Lavrenti White, L",5.0,4.7,2024-09-26 18:04:09.702866,"Bagus banget barangnya😍😍😍😍😍 bahannya enggak tipis dan adem banget, jadi mau koleksi semua warna deh😍😍😍😍😍",1***6,104,15
116.000,7.0,5.0,2,"Erigo Short Shirt Rayon Light Color - Kemeja Lengan Pendek Rayon Unisex - Lavrenti White, L",5.0,4.7,2025-02-01 18:04:09.702870,Pesan 4 item yg dtg hnya 3 item. Udh komplain dgn bukti video unboxing tp tdk bs di refund. Tdk amanah.,A***n,103,21
116.000,7.0,9.0,2,"Erigo Short Shirt Rayon Light Color - Kemeja Lengan Pendek Rayon Unisex - Lavrenti White, L",5.0,4.7,2025-04-28 18:04:09.702875,"Barang sudah diterima dengan selamat, kain adem ga nerawang, mantap recomended",L***a,78,11
116.000,7.0,9.0,2,"Erigo Short Shirt Rayon Light Color - Kemeja Lengan Pendek Rayon Unisex - Lavrenti White, L",5.0,4.7,2025-06-27 18:04:09.702879,"Bahan jatuh, ukuran pas, bisa dipakai buat kerja juga 👍 semoga erigo ngeluarin model baju lain tapi pake bahan ini",*****,114,20
116.000,7.0,3.0,2,"Erigo Short Shirt Rayon Light Color - Kemeja Lengan Pendek Rayon Unisex - Lavrenti White, L",5.0,4.7,2024-12-18 18:04:09.702883,"Bagus banget, halus dan adem bahan jatuh, warna soft 👍",M***y,54,10
116.000,7.0,19.0,2,"Erigo Short Shirt Rayon Light Color - Kemeja Lengan Pendek Rayon Unisex - Lavrenti White, L",5.0,4.7,2024-11-18 18:04:09.702888,"Barang baik
Kualitas baik sekali
Pengiriman cepat pula
Dapat bonus stiker pula
Mantaplah pokoknya🙏🏼🙏🏼
Kualitas produk: Baik",T***S,123,17
230.000,250.0,16.0,8,"Erigo Denim Pants Eaton Black Whisker - Celana Panjang Denim Unisex - Size, 30",5.0,4.9,2025-04-02 18:04:09.702892,"produk bagus, harga bagus, pengiriman lancar",R***d,44,6
230.000,250.0,16.0,8,"Erigo Denim Pants Eaton Black Whisker - Celana Panjang Denim Unisex - Size, 30",5.0,4.9,2024-07-28 18:04:09.702896,ukuran pas sesuai deskripsi. bahan jg bagus. pengiriman sesuai jadwal. Packing rapi dan aman,Bayu,92,14
230.000,250.0,3.0,8,"Erigo Denim Pants Eaton Black Whisker - Celana Panjang Denim Unisex - Size, 30",5.0,4.9,2024-08-02 18:04:09.702901,"Paket datng dalam keadaan baik seperti biasanya..
Dan sepertinya kain jadi sedikit lebih panjang dari pd denim tahun² sebelumnya dgn size yg sama

Utk kualitas saya yakin...",Aprillindo,173,27
230.000,250.0,20.0,8,"Erigo Denim Pants Eaton Black Whisker - Celana Panjang Denim Unisex - Size, 30",5.0,4.9,2024-11-12 18:04:09.702905,"sangat puas sama barang nya, untung nya ukurannya ga salag pilih

seller nya juga fast respon,",R***a,94,16
230.000,250.0,1.0,8,"Erigo Denim Pants Eaton Black Whisker - Celana Panjang Denim Unisex - Size, 30",5.0,4.9,2025-04-28 18:04:09.702910,"Sudah 2 kali beli GK mengecewakan 
Barang bagus dan gak murahan",T***S,63,11
230.000,250.0,20.0,8,"Erigo Denim Pants Eaton Black Whisker - Celana Panjang Denim Unisex - Size, 30",5.0,4.9,2024-08-12 18:04:09.702914,Good,Q***b,4,1
230.000,250.0,11.0,8,"Erigo Denim Pants Eaton Black Whisker - Celana Panjang Denim Unisex - Size, 30",5.0,4.9,2024-09-24 18:04:09.702918,"erigo ini QC mesti diperbaiki, dl beli 2 celana model sama, warna beda, bisa beda ukuran di pinggang, skrg ini panjang celana smp 115cm, yg pakai tinggi brp? nt dipotong...",B***y,172,30
230.000,250.0,17.0,8,"Erigo Denim Pants Eaton Black Whisker - Celana Panjang Denim Unisex - Size, 30",5.0,4.9,2024-12-28 18:04:09.702923,"Tp bahannya agak tipis 
Beda sama erigo yg dibeli di toko
Tp bagus kok",Z***x,70,14
230.000,250.0,8.0,8,"Erigo Denim Pants Eaton Black Whisker - Celana Panjang Denim Unisex - Size, 30",5.0,4.9,2024-11-15 18:04:09.702927,"ukurannya kebesaran, beli 3 semuanya beda cuttingan padalah size dan tipe sama",Juper,78,12
230.000,250.0,4.0,8,"Erigo Denim Pants Eaton Black Whisker - Celana Panjang Denim Unisex - Size, 30",5.0,4.9,2024-12-10 18:04:09.702931,Mantab barang nyaman di pakai pas ukuran nya trimakasih,a***3,55,9
268.000,40.0,6.0,10,Erigo Parka Jacket Vart Navy - Jaket Parka Unisex - M,5.0,5.0,2024-08-14 18:04:09.702935,Gud,W***l,3,1
268.000,40.0,8.0,10,Erigo Parka Jacket Vart Navy - Jaket Parka Unisex - M,5.0,5.0,2025-06-12 18:04:09.702940,y,K***u,1,1
268.000,40.0,20.0,10,Erigo Parka Jacket Vart Navy - Jaket Parka Unisex - M,5.0,5.0,2025-03-26 18:04:09.702944,Mantap,V***z,6,1
268.000,40.0,3.0,10,Erigo Parka Jacket Vart Navy - Jaket Parka Unisex - M,5.0,5.0,2024-08-18 18:04:09.702949,mantap,E***v,6,1
268.000,40.0,16.0,10,Erigo Parka Jacket Vart Navy - Jaket Parka Unisex - M,5.0,5.0,2025-03-27 18:04:09.702953,Good,B***d,4,1
268.000,40.0,3.0,10,Erigo Parka Jacket Vart Navy - Jaket Parka Unisex - M,5.0,5.0,2024-11-23 18:04:09.702957,Keren banget,Z***u,12,2
268.000,40.0,18.0,10,Erigo Parka Jacket Vart Navy - Jaket Parka Unisex - M,5.0,5.0,2025-01-16 18:04:09.702962,Ok,Y***n,2,1
166.000,250.0,14.0,7,Erigo Chino Short Flexi Fit Ricky Army - Celana Pendek Chino Unisex - 32,5.0,4.8,2025-03-01 18:04:09.702966,Sesuai pesanan bahan lumayan sesuai harga ukuran belom di cobain semoga muat dan cocok,T***S,86,14
166.000,250.0,18.0,7,Erigo Chino Short Flexi Fit Ricky Army - Celana Pendek Chino Unisex - 32,5.0,4.8,2025-05-19 18:04:09.702970,"Mantaapp toko ini, rekomen banget...
Packing nya joosss euuyy, kereenn laahh",T***S,76,11
166.000,250.0,2.0,7,Erigo Chino Short Flexi Fit Ricky Army - Celana Pendek Chino Unisex - 32,5.0,4.8,2025-06-01 18:04:09.702975,"Ukuran pas sesuai
Warna sesuai pesanan
Kualitas produk: Original",T***S,64,9
166.000,250.0,3.0,7,Erigo Chino Short Flexi Fit Ricky Army - Celana Pendek Chino Unisex - 32,5.0,4.8,2025-06-12 18:04:09.702979,"Beli kedua kalinya buat suami, sebagus itu bahan dan kualitasnya 👍🏻",T***S,67,11
166.000,250.0,16.0,7,Erigo Chino Short Flexi Fit Ricky Army - Celana Pendek Chino Unisex - 32,5.0,4.8,2025-04-08 18:04:09.702983,"Agak kecil dri no 28 merk lain kak
Tapi ok bngt",R***7,47,11
166.000,250.0,9.0,7,Erigo Chino Short Flexi Fit Ricky Army - Celana Pendek Chino Unisex - 32,5.0,4.8,2025-04-09 18:04:09.702987,"Bahan bagus, nyaman dipakai 🙏",M****,29,5
166.000,250.0,4.0,7,Erigo Chino Short Flexi Fit Ricky Army - Celana Pendek Chino Unisex - 32,5.0,4.8,2024-09-26 18:04:09.702992,Malah dikirim yang celana panjang 🤦‍♀️🤦‍♀️ Tapi emang bagus sih celananyaa,T***S,74,11
166.000,250.0,1.0,7,Erigo Chino Short Flexi Fit Ricky Army - Celana Pendek Chino Unisex - 32,5.0,4.8,2024-10-11 18:04:09.703003,"Bagus
Kualitas produk: Baguslah",T***S,31,4
166.000,250.0,4.0,7,Erigo Chino Short Flexi Fit Ricky Army - Celana Pendek Chino Unisex - 32,5.0,4.8,2025-05-24 18:04:09.703008,Baguss udah kali kee 9+++++ belii produkkk inii,a***u,47,8
166.000,250.0,1.0,7,Erigo Chino Short Flexi Fit Ricky Army - Celana Pendek Chino Unisex - 32,5.0,4.8,2024-11-14 18:04:09.703021,"Celana pendeknya bagus
Thanks seller🥰🥰",T***S,38,5
138.000,4.0,14.0,1,Erigo Movease Short Sleeve Blake Dark Grey - Kaos T-shirt Raglan Unisex - L,5.0,5.0,2024-09-03 18:04:09.703026,Ok,I***y,2,1
74.000,80.0,16.0,1,Erigo T-Shirt Ring Tee Windell Cream - Kaos Unisex - M,5.0,4.9,2025-06-23 18:04:09.703030,Bagus ngga pernah gagalll,R***3,25,4
74.000,80.0,20.0,1,Erigo T-Shirt Ring Tee Windell Cream - Kaos Unisex - M,5.0,4.9,2024-09-26 18:04:09.703035,"ukuran pas, warna bagus",M***d,23,4
74.000,80.0,8.0,1,Erigo T-Shirt Ring Tee Windell Cream - Kaos Unisex - M,5.0,4.9,2025-03-30 18:04:09.703039,Bagus dan mantap,T***S,16,3
74.000,80.0,7.0,1,Erigo T-Shirt Ring Tee Windell Cream - Kaos Unisex - M,5.0,4.9,2024-08-18 18:04:09.703043,Sesuai,S***y,6,1
74.000,80.0,3.0,1,Erigo T-Shirt Ring Tee Windell Cream - Kaos Unisex - M,5.0,4.9,2024-08-17 18:04:09.703048,Bagus,b***9,5,1
74.000,80.0,17.0,1,Erigo T-Shirt Ring Tee Windell Cream - Kaos Unisex - M,5.0,4.9,2025-01-30 18:04:09.703052,oke,r***¸,3,1
74.000,80.0,1.0,1,Erigo T-Shirt Ring Tee Windell Cream - Kaos Unisex - M,5.0,4.9,2024-12-07 18:04:09.703056,This.,B***a,5,1
74.000,80.0,16.0,1,Erigo T-Shirt Ring Tee Windell Cream - Kaos Unisex - M,5.0,4.9,2024-10-18 18:04:09.703060,Baik,M***i,4,1
