Harga Produk,Jumlah Terjual,Jumlah Ulasan,Kategori,Nama Produk,Rating,Rating Produk,Tanggal Komentar,Teks Ulasan,Username,Panjang Ulasan (karakter),Panjang Ulasan (kata)
84.000,100.0,13.0,1,Erigo T-Shirt Stellan Khaki - Kaos Unisex - M,5.0,5.0,2024-08-09 18:04:09.701910,Bagus,M***i,5,1
84.000,100.0,18.0,1,Erigo T-Shirt Stellan Khaki - Kaos Unisex - M,5.0,5.0,2025-05-11 18:04:09.701915,Sesuai dg harga nya,R***r,19,4
84.000,100.0,15.0,1,Erigo T-Shirt Salix Khaki - Kaos Unisex - M,5.0,4.8,2024-08-23 18:04:09.701919,"Pengiriman cepat 
Bahan lembut
Bangus sekali,🥰🥰",c***h,47,6
84.000,100.0,13.0,1,Erigo T-Shirt Salix Khaki - Kaos Unisex - M,5.0,4.8,2025-04-18 18:04:09.701924,Selalu bagus tapi ini lebih besar ukurannya,T***S,43,7
84.000,100.0,9.0,1,Erigo T-Shirt Salix Khaki - Kaos Unisex - M,5.0,4.8,2024-12-30 18:04:09.701928,Kualitas produk: Sangat nyaman,T***S,30,4
84.000,100.0,15.0,1,Erigo T-Shirt Salix Khaki - Kaos Unisex - M,5.0,4.8,2025-04-23 18:04:09.701932,"Akhirnya sampai, gaa lama hihi.. makasih banyak sukaaa 🫶🏻",E****,57,9
84.000,100.0,13.0,1,Erigo T-Shirt Salix Khaki - Kaos Unisex - M,5.0,4.8,2024-11-25 18:04:09.701936,Baguss packgingnya bagus,T***S,24,3
84.000,100.0,1.0,1,Erigo T-Shirt Salix Khaki - Kaos Unisex - M,5.0,4.8,2024-09-13 18:04:09.701941,"Mantap, pengiriman cepat",j***t,24,3
84.000,100.0,7.0,1,Erigo T-Shirt Salix Khaki - Kaos Unisex - M,5.0,4.8,2024-09-25 18:04:09.701945,Barangnya oke,T***S,13,2
84.000,100.0,9.0,1,Erigo T-Shirt Salix Khaki - Kaos Unisex - M,5.0,4.8,2025-01-24 18:04:09.701950,Gak pernah kecewa,T***S,17,3
84.000,100.0,1.0,1,Erigo T-Shirt Salix Khaki - Kaos Unisex - M,5.0,4.8,2025-03-09 18:04:09.701954,Bagus,G***g,5,1
84.000,100.0,12.0,1,Erigo T-Shirt Salix Khaki - Kaos Unisex - M,5.0,4.8,2025-04-05 18:04:09.701959,Bagus,m***a,5,1
84.000,4.0,8.0,1,Erigo T-Shirt Yohn Olive - Kaos Unisex - S,5.0,4.8,2025-05-14 18:04:09.701963,"Cocok pas dibadan suamiku 
Mantap deh pokoknyaaa",T***S,48,7
84.000,4.0,11.0,1,Erigo T-Shirt Yohn Olive - Kaos Unisex - S,5.0,4.8,2024-12-09 18:04:09.701967,"Kualitas produk: jangan di tanyain lagi, BUAGUSS POLL!! pengiriman juga cepat. cuman ada cacat sedikit di bagian belakang baju.tapi tetep bagus kok🤗👍👍",a***k,150,22
84.000,4.0,19.0,1,Erigo T-Shirt Yohn Olive - Kaos Unisex - S,5.0,4.8,2025-03-26 18:04:09.701972,Jahitan rapi bahan juga halus adem di pakek,ã****,43,8
84.000,4.0,17.0,1,Erigo T-Shirt Yohn Olive - Kaos Unisex - S,5.0,4.8,2024-12-09 18:04:09.701976,Bahannya bagus cuma seperti lebih tipis dari yg pernah aku beli .. soalnya udh langganan jadi kerasa kalau inj kebih tipis ... & bagian tengah nya ada garis putih&#39...,T***s,169,29
84.000,4.0,8.0,1,Erigo T-Shirt Yohn Olive - Kaos Unisex - S,5.0,4.8,2025-04-09 18:04:09.701980,"Trims, barang sudah keterima, sesuai pict.. Bahannya bagus",T***S,58,8
84.000,4.0,3.0,1,Erigo T-Shirt Yohn Olive - Kaos Unisex - S,5.0,4.8,2024-07-30 18:04:09.701984,"Selalu puas beli tshirt Erigo.. dapet harga promo pula.
Bahannya gak bikin gerah, gak tebal gak tipis juga. pas pokoknya.",T***S,121,20
84.000,4.0,3.0,1,Erigo T-Shirt Yohn Olive - Kaos Unisex - S,5.0,4.8,2024-12-16 18:04:09.701989,sesuai cocok pas. tidak kebesaran tidak kekecilan. kain enak dipakai. pengiriman juga cepat. terima kasih,T***S,105,15
84.000,4.0,1.0,1,Erigo T-Shirt Yohn Olive - Kaos Unisex - S,5.0,4.8,2024-11-14 18:04:09.702001,"Kenapa ya kali ini aku pesen kaos erigo kok tipis banget bahannya, gak kaya dulu",A***5,80,15
84.000,4.0,5.0,1,Erigo T-Shirt Yohn Olive - Kaos Unisex - S,5.0,4.8,2024-10-24 18:04:09.702006,"barang sampai dengan aman, bayar pake gopay dapet cashback 10k lumayan. cuma packing cukup tipis rawan rusak",T***S,108,17
84.000,4.0,10.0,1,Erigo T-Shirt Yohn Olive - Kaos Unisex - S,5.0,4.8,2025-02-03 18:04:09.702022,Masyaallah semoga kedepanya semakin berkembang amin,ð***,51,6
129.000,750.0,196.0,0,"Erigo Shanghai Azzam Short Sleeve Green - Kemeja Koko Lengan Pendek Unisex - M, Standar",5.0,4.9,2025-03-30 18:04:09.702028,"oke baguss sesuai bahan adem. size L besar pengiriman juga cepet sabtu sore co senin siang sudah sampai dapat hrga promo pulaa
ke empat kali co di erigoo sesuka itu semog...",T***S,173,31
129.000,750.0,196.0,0,"Erigo Shanghai Azzam Short Sleeve Green - Kemeja Koko Lengan Pendek Unisex - M, Standar",5.0,4.9,2024-07-30 18:04:09.702032,Pakat yang datang sesuai. Ukuran dan warna sesuai. Bahan halus dan nyaman.,k***n,74,12
129.000,750.0,196.0,0,"Erigo Shanghai Azzam Short Sleeve Green - Kemeja Koko Lengan Pendek Unisex - M, Standar",5.0,4.9,2025-05-12 18:04:09.702036,Mantap.pas sesuai umuran dan warna bahan halis lembut nyaman d pakai,W***g,68,11
129.000,750.0,196.0,0,"Erigo Shanghai Azzam Short Sleeve Green - Kemeja Koko Lengan Pendek Unisex - M, Standar",5.0,4.9,2025-04-29 18:04:09.702041,"bahannya adem lembut,warna nya bagus sesuai kaya di foto,sampe beli lagi",*****,72,11
129.000,750.0,196.0,0,"Erigo Shanghai Azzam Short Sleeve Green - Kemeja Koko Lengan Pendek Unisex - M, Standar",5.0,4.9,2024-07-31 18:04:09.702045,"Bjunya mntap bnget bhannya bgus sesuai dengan pesanan tdk mngecewakan,☺☺",D***i,72,10
129.000,750.0,196.0,0,"Erigo Shanghai Azzam Short Sleeve Green - Kemeja Koko Lengan Pendek Unisex - M, Standar",5.0,4.9,2025-03-02 18:04:09.702050,bagus bgt bahan nya adem sesuai warna top,C***a,41,8
129.000,750.0,196.0,0,"Erigo Shanghai Azzam Short Sleeve Green - Kemeja Koko Lengan Pendek Unisex - M, Standar",5.0,4.9,2025-06-20 18:04:09.702054,"Tiba dengan aman, bahannya halus dan ukuram pas, pengiriman juga cepat sampai terimksh seller",T***S,93,14
129.000,750.0,196.0,0,"Erigo Shanghai Azzam Short Sleeve Green - Kemeja Koko Lengan Pendek Unisex - M, Standar",5.0,4.9,2025-02-18 18:04:09.702058,bagus banget bahannya dan modelnya jg top bgt sih keren abis,.****,60,11
129.000,750.0,196.0,0,"Erigo Shanghai Azzam Short Sleeve Green - Kemeja Koko Lengan Pendek Unisex - M, Standar",5.0,4.9,2025-04-07 18:04:09.702063,"Kualitas produk: Baik, sangat cocok dan kekinian",T***S,48,7
129.000,750.0,196.0,0,"Erigo Shanghai Azzam Short Sleeve Green - Kemeja Koko Lengan Pendek Unisex - M, Standar",5.0,4.9,2024-08-23 18:04:09.702067,"Baju koko nya bagus, bahannya adem, pas di suami saya",S***a,53,10
154.000,70.0,14.0,7,Erigo Chino Pants Flexi Fit Valery Grey - Celana Panjang Chino Unisex - 28,5.0,5.0,2025-03-06 18:04:09.702080,"kualitas Erigo, sudah langganan bbrp kali beli produknya, mantap, model cakep dan pas ukurannya 👍👍👍",A***a,99,15
154.000,70.0,14.0,7,Erigo Chino Pants Flexi Fit Valery Grey - Celana Panjang Chino Unisex - 28,5.0,5.0,2025-07-12 18:04:09.702085,Kualitas ok,N***b,11,2
154.000,70.0,14.0,7,Erigo Chino Pants Flexi Fit Valery Grey - Celana Panjang Chino Unisex - 28,5.0,5.0,2024-09-01 18:04:09.702089,Bagus banget,N***m,12,2
154.000,70.0,14.0,7,Erigo Chino Pants Flexi Fit Valery Grey - Celana Panjang Chino Unisex - 28,5.0,5.0,2024-11-30 18:04:09.702094,Cocok,F***r,5,1
154.000,70.0,14.0,7,Erigo Chino Pants Flexi Fit Valery Grey - Celana Panjang Chino Unisex - 28,5.0,5.0,2025-02-07 18:04:09.702098,Bagus udah 3x beli disini,K***y,25,5
154.000,70.0,14.0,7,Erigo Chino Pants Flexi Fit Valery Grey - Celana Panjang Chino Unisex - 28,5.0,5.0,2025-02-19 18:04:09.702102,Sesuai,P***j,6,1
154.000,70.0,14.0,7,Erigo Chino Pants Flexi Fit Valery Grey - Celana Panjang Chino Unisex - 28,5.0,5.0,2025-03-28 18:04:09.702106,Hehe,P***j,4,1
154.000,70.0,14.0,7,Erigo Chino Pants Flexi Fit Valery Grey - Celana Panjang Chino Unisex - 28,5.0,5.0,2024-08-20 18:04:09.702111,Mantap,F***v,6,1
154.000,70.0,14.0,7,Erigo Chino Pants Flexi Fit Valery Grey - Celana Panjang Chino Unisex - 28,5.0,5.0,2025-01-22 18:04:09.702115,Mantap,I***v,6,1
154.000,70.0,14.0,7,Erigo Chino Pants Flexi Fit Valery Grey - Celana Panjang Chino Unisex - 28,5.0,5.0,2024-08-24 18:04:09.702119,Kereen,K***u,6,1
154.000,100.0,30.0,7,Erigo Chino Pants Flexi Fit Vasco Black - Celana Panjang Chino Unisex - 30,5.0,5.0,2024-10-14 18:04:09.702124,"Bagusss, bahan tebal dan pas dapat harga promo.",X***e,47,8
154.000,100.0,30.0,7,Erigo Chino Pants Flexi Fit Vasco Black - Celana Panjang Chino Unisex - 30,5.0,5.0,2025-01-25 18:04:09.702128,"kualitas Erigo, sudah langganan bbrp kali beli produknya, mantap, model cakep dan pas ukurannya 👍👍👍",A***a,99,15
154.000,100.0,30.0,7,Erigo Chino Pants Flexi Fit Vasco Black - Celana Panjang Chino Unisex - 30,5.0,5.0,2025-05-21 18:04:09.702132,Keren … pengiriman cepat serta kurir yang ramah pokoknya gak nyesellah pesan disini ..,R***u,86,14
154.000,100.0,30.0,7,Erigo Chino Pants Flexi Fit Vasco Black - Celana Panjang Chino Unisex - 30,5.0,5.0,2025-04-06 18:04:09.702137,"barang cukup bagus
pengiriman cepat",V***z,35,5
154.000,100.0,30.0,7,Erigo Chino Pants Flexi Fit Vasco Black - Celana Panjang Chino Unisex - 30,5.0,5.0,2024-12-03 18:04:09.702141,Kualitas bahan bagus jaitan rapi pengiriman cepat,A***p,49,7
154.000,100.0,30.0,7,Erigo Chino Pants Flexi Fit Vasco Black - Celana Panjang Chino Unisex - 30,5.0,5.0,2024-08-11 18:04:09.702146,Bahan adem dan jahitan rapih,V***m,28,5
154.000,100.0,30.0,7,Erigo Chino Pants Flexi Fit Vasco Black - Celana Panjang Chino Unisex - 30,5.0,5.0,2025-06-04 18:04:09.702150,Harga dan spesifikasi juga beberapa ide,m***7,39,6
154.000,100.0,30.0,7,Erigo Chino Pants Flexi Fit Vasco Black - Celana Panjang Chino Unisex - 30,5.0,5.0,2024-09-29 18:04:09.702154,"Ukuraan sesuai dengan saya, thx",Q***r,31,5
154.000,100.0,30.0,7,Erigo Chino Pants Flexi Fit Vasco Black - Celana Panjang Chino Unisex - 30,5.0,5.0,2024-08-16 18:04:09.702159,Barangnya bagus,T***b,15,2
154.000,100.0,30.0,7,Erigo Chino Pants Flexi Fit Vasco Black - Celana Panjang Chino Unisex - 30,5.0,5.0,2024-07-21 18:04:09.702163,Sesuai,R***t,6,1
268.000,19.0,5.0,10,Erigo Parka Jacket Vadim Dark Oak - Jaket Parka Unisex - S,5.0,4.9,2024-09-14 18:04:09.702167,"Alhamdulillah barang sampai, bahannya adem enak di pakai. Terimakasih erigo",B***w,75,10
268.000,19.0,5.0,10,Erigo Parka Jacket Vadim Dark Oak - Jaket Parka Unisex - S,5.0,4.9,2025-03-27 18:04:09.702172,"bagus bahan tebal, udah gabisa diragukan lagi kualitasnya emang top👍🏻",W***v,69,10
268.000,19.0,5.0,10,Erigo Parka Jacket Vadim Dark Oak - Jaket Parka Unisex - S,5.0,4.9,2025-01-22 18:04:09.702176,Barang sampai dengan sangat cepat trima ksih yah,G***t,48,8
268.000,19.0,5.0,10,Erigo Parka Jacket Vadim Dark Oak - Jaket Parka Unisex - S,5.0,4.9,2024-11-11 18:04:09.702180,mantap,U***w,6,1
268.000,19.0,5.0,10,Erigo Parka Jacket Vadim Dark Oak - Jaket Parka Unisex - S,5.0,4.9,2025-06-19 18:04:09.702185,Bagusss,I***t,7,1
208.000,100.0,7.0,5,"Erigo Relax Chino Pants Evander Light Khaky - Celana Panjang Relax Unisex - size, 30",5.0,4.4,2025-04-21 18:04:09.702193,Barang sampai sangat cepat produk ori dan nyaman dipakai,S***a,56,9
208.000,100.0,7.0,5,"Erigo Relax Chino Pants Evander Light Khaky - Celana Panjang Relax Unisex - size, 30",5.0,4.4,2025-07-19 18:04:09.702198,Wowww recommended 😍😍 pokoknya bagus,T***S,35,5
208.000,100.0,7.0,5,"Erigo Relax Chino Pants Evander Light Khaky - Celana Panjang Relax Unisex - size, 30",5.0,4.4,2024-12-20 18:04:09.702202,"hrgnya lumayan mahal, kirain kainnya tebal ternyata agak tipis, seperti kain parasut. utk warna
 celana sih bagus.",a***i,114,17
208.000,100.0,7.0,5,"Erigo Relax Chino Pants Evander Light Khaky - Celana Panjang Relax Unisex - size, 30",5.0,4.4,2025-06-09 18:04:09.702207,"namanya chino tapi, bahannya poly spandex. knapa gak bikin celana training doang. tipis banget jadinya.",mencoba,103,15
208.000,100.0,7.0,5,"Erigo Relax Chino Pants Evander Light Khaky - Celana Panjang Relax Unisex - size, 30",5.0,4.4,2025-02-22 18:04:09.702211,Kiraiin kain tebal rupanya tipis😭😭,T***S,34,5
208.000,100.0,7.0,5,"Erigo Relax Chino Pants Evander Light Khaky - Celana Panjang Relax Unisex - size, 30",5.0,4.4,2024-10-23 18:04:09.702215,"bahan bukan chinos, tidak sesuai dengan keterangan.",Andika,51,7
208.000,100.0,7.0,5,"Erigo Relax Chino Pants Evander Light Khaky - Celana Panjang Relax Unisex - size, 30",5.0,4.4,2025-05-15 18:04:09.702220,Barang bagus dan berkualitas tinggi,A***a,35,5
208.000,100.0,7.0,5,"Erigo Relax Chino Pants Evander Light Khaky - Celana Panjang Relax Unisex - size, 30",5.0,4.4,2025-01-04 18:04:09.702224,terlalu kecil atau sempit celananya,R***n,35,5
208.000,100.0,7.0,5,"Erigo Relax Chino Pants Evander Light Khaky - Celana Panjang Relax Unisex - size, 30",5.0,4.4,2025-01-11 18:04:09.702229,erigo memang tidak diragukan lagi mantap,M***d,40,6
208.000,100.0,7.0,5,"Erigo Relax Chino Pants Evander Light Khaky - Celana Panjang Relax Unisex - size, 30",5.0,4.4,2025-02-09 18:04:09.702233,Tipis bahannya,c***2,14,2
52.000,100.0,9.0,1,Erigo T-Shirt Embro Vedad Navy - Kaos Unisex - S,5.0,4.7,2025-05-21 18:04:09.702241,"baguss banget, bahan adem juga kayanya, dan sesuai pesanan, pas juga buat tb 160an BB 54, enak buat daily ❤️👍🏻👍🏻👍🏻👍🏻",P***u,116,20
52.000,100.0,8.0,1,Erigo T-Shirt Embro Vedad Navy - Kaos Unisex - S,5.0,4.7,2024-08-11 18:04:09.702245,Kainnya halus tapi dipake agak gerah,M***w,36,6
52.000,100.0,12.0,1,Erigo T-Shirt Embro Vedad Navy - Kaos Unisex - S,5.0,4.7,2025-06-05 18:04:09.702250,Kualitas produk: Bagus sesuai dengan harganya,T***m,45,6
52.000,100.0,2.0,1,Erigo T-Shirt Embro Vedad Navy - Kaos Unisex - S,5.0,4.7,2024-10-24 18:04:09.702254,"Ukuran pas, bahan lumayan",Y***e,25,4
52.000,100.0,1.0,1,Erigo T-Shirt Embro Vedad Navy - Kaos Unisex - S,5.0,4.7,2025-02-28 18:04:09.702258,"Sudah di terima paket nya
Terima kasih",B***y,38,7
52.000,100.0,16.0,1,Erigo T-Shirt Embro Vedad Navy - Kaos Unisex - S,5.0,4.7,2024-09-24 18:04:09.702263,Kalo kaosnya pas sesuai size,P***r,28,5
52.000,100.0,5.0,1,Erigo T-Shirt Embro Vedad Navy - Kaos Unisex - S,5.0,4.7,2025-05-18 18:04:09.702267,Belinya ukuran M di kirimnya XXL,A***m,32,6
52.000,100.0,3.0,1,Erigo T-Shirt Embro Vedad Navy - Kaos Unisex - S,5.0,4.7,2025-06-21 18:04:09.702271,Keren g pernah nyesel kalo beli,X***c,31,6
52.000,100.0,12.0,1,Erigo T-Shirt Embro Vedad Navy - Kaos Unisex - S,5.0,4.7,2025-04-07 18:04:09.702276,Seperti biasa selalu bagus,W***f,26,4
52.000,100.0,8.0,1,Erigo T-Shirt Embro Vedad Navy - Kaos Unisex - S,5.0,4.7,2025-03-01 18:04:09.702280,Kaos erigp tertipis yg pernah sy beli,W***d,37,7
208.000,100.0,3.0,5,"Erigo Relax Chino Pants Evgeni Oyster Grey - Celana Panjang Relax Unisex - size, 28",5.0,4.8,2024-12-01 18:04:09.702284,"sudah sampai dengan baik dan aman. untuk kualitas celana bagus, tapi ada kurang teliti diwarna., dikirim dengan warna kembar/sama. lain kali lebih teliti., atau kalau mem...",Taufik,173,26
208.000,100.0,1.0,5,"Erigo Relax Chino Pants Evgeni Oyster Grey - Celana Panjang Relax Unisex - size, 28",5.0,4.8,2025-03-05 18:04:09.702289,"Kualitas produk: Nyaman,lembut sesuai warna nya",H***6,47,6
208.000,100.0,3.0,5,"Erigo Relax Chino Pants Evgeni Oyster Grey - Celana Panjang Relax Unisex - size, 28",5.0,4.8,2024-08-25 18:04:09.702293,"Bagus
Bahan nya jg ok melar jg
Ga pernah kecewa sama erigo bagus2 ga pernah gagal beli apapun di erigo",T***S,102,20
208.000,100.0,5.0,5,"Erigo Relax Chino Pants Evgeni Oyster Grey - Celana Panjang Relax Unisex - size, 28",5.0,4.8,2025-05-07 18:04:09.702297,Bagus tapi tipis banget gak ngerti lagiii,T***S,41,7
208.000,100.0,15.0,5,"Erigo Relax Chino Pants Evgeni Oyster Grey - Celana Panjang Relax Unisex - size, 28",5.0,4.8,2024-10-16 18:04:09.702302,"Celana nya kain nya tifus, mungkin ak ga teliti baca diskripsi kali ya",k***5,70,13
208.000,100.0,14.0,5,"Erigo Relax Chino Pants Evgeni Oyster Grey - Celana Panjang Relax Unisex - size, 28",5.0,4.8,2025-03-02 18:04:09.702306,"Bahan celana teryta semi parasut
Kadi",T***S,37,6
208.000,100.0,3.0,5,"Erigo Relax Chino Pants Evgeni Oyster Grey - Celana Panjang Relax Unisex - size, 28",5.0,4.8,2025-01-23 18:04:09.702310,lumayan baik barangnya,Enda,22,3
208.000,100.0,1.0,5,"Erigo Relax Chino Pants Evgeni Oyster Grey - Celana Panjang Relax Unisex - size, 28",5.0,4.8,2025-02-02 18:04:09.702315,p,B***E,1,1
208.000,100.0,5.0,5,"Erigo Relax Chino Pants Evgeni Oyster Grey - Celana Panjang Relax Unisex - size, 28",5.0,4.8,2024-10-04 18:04:09.702319,Bagus,A***n,5,1
208.000,100.0,14.0,5,"Erigo Relax Chino Pants Evgeni Oyster Grey - Celana Panjang Relax Unisex - size, 28",5.0,4.8,2025-04-19 18:04:09.702323,Baik,Q***d,4,1
74.000,50.0,7.0,1,Erigo T-Shirt Ring Tee Wazen Cream - Kaos Unisex - S,5.0,5.0,2025-01-21 18:04:09.702327,"Kualitas produk: Bagus, adem",a***,28,4
74.000,50.0,9.0,1,Erigo T-Shirt Ring Tee Wazen Cream - Kaos Unisex - S,5.0,5.0,2024-10-18 18:04:09.702332,"Emang gak salah bolak balik blanja di store erigo,,pengiriman sangattt cepat",D***a,76,11
74.000,50.0,15.0,1,Erigo T-Shirt Ring Tee Wazen Cream - Kaos Unisex - S,5.0,5.0,2024-10-26 18:04:09.702337,baguss udh beli kesekian kalinya baju di erigo,t***i,46,8
74.000,50.0,15.0,1,Erigo T-Shirt Ring Tee Wazen Cream - Kaos Unisex - S,5.0,5.0,2024-12-09 18:04:09.702341,Ok mantap 30s,T***S,13,3
74.000,50.0,10.0,1,Erigo T-Shirt Ring Tee Wazen Cream - Kaos Unisex - S,5.0,5.0,2024-09-18 18:04:09.702345,,Zamal,0,0
74.000,50.0,13.0,1,Erigo T-Shirt Ring Tee Wazen Cream - Kaos Unisex - S,5.0,5.0,2024-12-17 18:04:09.702350,,Reza,0,0
74.000,50.0,19.0,1,Erigo T-Shirt Ring Tee Wazen Cream - Kaos Unisex - S,5.0,5.0,2025-01-22 18:04:09.702354,Bgus,ð***-,4,1
74.000,50.0,7.0,1,Erigo T-Shirt Ring Tee Wazen Cream - Kaos Unisex - S,5.0,5.0,2024-09-24 18:04:09.702358,Barang oke,r***8,10,2
74.000,50.0,17.0,1,Erigo T-Shirt Ring Tee Wazen Cream - Kaos Unisex - S,5.0,5.0,2024-09-13 18:04:09.702363,Bagus kainnya lembut,T***S,20,3
74.000,50.0,20.0,1,Erigo T-Shirt Ring Tee Wazen Cream - Kaos Unisex - S,5.0,5.0,2025-06-30 18:04:09.702367,Oke,T***S,3,1
84.000,15.0,5.0,1,Erigo T-Shirt Adler Khaki - Kaos Unisex - M,5.0,5.0,2025-07-04 18:04:09.702376,Ok banget,R***8,9,2
84.000,90.0,7.0,1,Erigo T-Shirt Skye Black - Kaos Unisex - M,5.0,4.7,2025-02-04 18:04:09.702380,"Bahan lembut , nyaman di pakenya",Dinar,32,6
84.000,90.0,13.0,1,Erigo T-Shirt Skye Black - Kaos Unisex - M,5.0,4.7,2024-10-26 18:04:09.702385,Product quality: Good,e***_,21,3
84.000,90.0,15.0,1,Erigo T-Shirt Skye Black - Kaos Unisex - M,5.0,4.7,2025-03-02 18:04:09.702389,bagus,Q***n,5,1
84.000,90.0,11.0,1,Erigo T-Shirt Skye Black - Kaos Unisex - M,5.0,4.7,2025-06-20 18:04:09.702393,Bagus,M***I,5,1
84.000,90.0,4.0,1,Erigo T-Shirt Skye Black - Kaos Unisex - M,5.0,4.7,2025-03-10 18:04:09.702398,Bagus,ð***,5,1
84.000,90.0,13.0,1,Erigo T-Shirt Skye Black - Kaos Unisex - M,5.0,4.7,2025-02-17 18:04:09.702402,Mantap,R***3,6,1
84.000,90.0,7.0,1,Erigo T-Shirt Skye Black - Kaos Unisex - M,5.0,4.7,2025-06-18 18:04:09.702406,Good,J***r,4,1
84.000,90.0,19.0,1,Erigo T-Shirt Skye Black - Kaos Unisex - M,5.0,4.7,2024-09-18 18:04:09.702410,Tak sesuai,K***i,10,2
84.000,90.0,2.0,1,Erigo T-Shirt Skye Black - Kaos Unisex - M,5.0,4.7,2025-04-15 18:04:09.702415,Ye,m***d,2,1
84.000,90.0,10.0,1,Erigo T-Shirt Skye Black - Kaos Unisex - M,5.0,4.7,2025-05-10 18:04:09.702419,Bagusss,T***S,7,1
52.000,70.0,13.0,1,Erigo T-Shirt Contrast Stitch Veerman Maroon - Kaos Unisex - S,5.0,4.5,2025-02-17 18:04:09.702423,Bahannya tipis bgt kaya baju pasar malam yg 15 rb kaya bahan kaki jg kaya saringan kelapa,F***w,89,17
52.000,70.0,6.0,1,Erigo T-Shirt Contrast Stitch Veerman Maroon - Kaos Unisex - S,5.0,4.5,2024-12-16 18:04:09.702428,Kualitas produk: 👍👍👍👍👍,V***z,22,3
52.000,70.0,12.0,1,Erigo T-Shirt Contrast Stitch Veerman Maroon - Kaos Unisex - S,5.0,4.5,2024-12-07 18:04:09.702432,Bagus,F***y,5,1
52.000,70.0,12.0,1,Erigo T-Shirt Contrast Stitch Veerman Maroon - Kaos Unisex - S,5.0,4.5,2024-07-20 18:04:09.702437,Bagus,X***a,5,1
52.000,70.0,20.0,1,Erigo T-Shirt Contrast Stitch Veerman Maroon - Kaos Unisex - S,5.0,4.5,2024-10-06 18:04:09.702441,Oke,V***q,3,1
52.000,70.0,11.0,1,Erigo T-Shirt Contrast Stitch Veerman Maroon - Kaos Unisex - S,5.0,4.5,2024-09-26 18:04:09.702446,Lumayan bagus dgn harga segtu,J***a,29,5
52.000,70.0,7.0,1,Erigo T-Shirt Contrast Stitch Veerman Maroon - Kaos Unisex - S,5.0,4.5,2025-04-04 18:04:09.702450,Baik,O***x,4,1
52.000,70.0,1.0,1,Erigo T-Shirt Contrast Stitch Veerman Maroon - Kaos Unisex - S,5.0,4.5,2025-02-18 18:04:09.702455,Good,P***h,4,1
52.000,70.0,1.0,1,Erigo T-Shirt Contrast Stitch Veerman Maroon - Kaos Unisex - S,5.0,4.5,2024-07-31 18:04:09.702459,Good,F***t,4,1
52.000,70.0,20.0,1,Erigo T-Shirt Contrast Stitch Veerman Maroon - Kaos Unisex - S,5.0,4.5,2024-08-09 18:04:09.702463,bgs,D***m,3,1
208.000,70.0,8.0,5,"Erigo Relax Chino Pants Eldon Pebble - Celana Panjang Relax Unisex - size, 28",5.0,4.8,2024-08-14 18:04:09.702468,"Produk sudah diterima dengan baik , bahannya tipis mirip kain parasut",M,69,11
208.000,70.0,8.0,5,"Erigo Relax Chino Pants Eldon Pebble - Celana Panjang Relax Unisex - size, 28",5.0,4.8,2025-03-25 18:04:09.702472,"Kualitas produk: Ok pokonya order terus
👍👍👍👍✌✌👍👍👍👍",T***S,50,7
208.000,70.0,8.0,5,"Erigo Relax Chino Pants Eldon Pebble - Celana Panjang Relax Unisex - size, 28",5.0,4.8,2024-09-17 18:04:09.702477,Tekstur Lembut Halus,A***l,20,3
208.000,70.0,8.0,5,"Erigo Relax Chino Pants Eldon Pebble - Celana Panjang Relax Unisex - size, 28",5.0,4.8,2024-12-30 18:04:09.702481,Tipis sangat bahannya,T***S,21,3
208.000,70.0,8.0,5,"Erigo Relax Chino Pants Eldon Pebble - Celana Panjang Relax Unisex - size, 28",5.0,4.8,2025-01-19 18:04:09.702485,Bahan kurang sesuai keinginan,T***S,29,4
208.000,70.0,8.0,5,"Erigo Relax Chino Pants Eldon Pebble - Celana Panjang Relax Unisex - size, 28",5.0,4.8,2024-08-24 18:04:09.702490,Sesuai,T***S,6,1
208.000,70.0,8.0,5,"Erigo Relax Chino Pants Eldon Pebble - Celana Panjang Relax Unisex - size, 28",5.0,4.8,2025-03-25 18:04:09.702494,Baik,T***S,4,1
208.000,70.0,8.0,5,"Erigo Relax Chino Pants Eldon Pebble - Celana Panjang Relax Unisex - size, 28",5.0,4.8,2025-04-04 18:04:09.702499,.,T***S,1,1
52.000,500.0,13.0,1,"Erigo T-Shirt Embro Vashin Blue - Kaos Unisex - size, M",5.0,4.7,2025-03-11 18:04:09.702503,"Mantap, gatau yang ke berapa kali beli di erigo. Barangnya bagus, bahannya juga enak.",T***S,85,14
52.000,500.0,9.0,1,"Erigo T-Shirt Embro Vashin Blue - Kaos Unisex - size, M",5.0,4.7,2025-01-20 18:04:09.702507,"warnanya lebih gelap hampir kyk navy, tapi erigo emng ga pernah mengecewakan kalau soal bahan kainnya .. baguss bangettt ..",a***u,123,20
52.000,500.0,3.0,1,"Erigo T-Shirt Embro Vashin Blue - Kaos Unisex - size, M",5.0,4.7,2024-08-23 18:04:09.702512,"Baru kali ini kecewa beli erigo. 

Tipis, jahitan gak rapi, banyak benang belum putus

Kecewa kali",M***i,98,16
52.000,500.0,7.0,1,"Erigo T-Shirt Embro Vashin Blue - Kaos Unisex - size, M",5.0,4.7,2024-09-21 18:04:09.702516,mantap seperri biasanya produj dari srigo,Richard,41,6
